time,watts,cadence,heartrate,distance,velocity_smooth,temp,torque,hrv,core_temperature,respiration,PercentageinZ2
363,264,76,111,3253.25,9.461,20,33,541:541,37.0,22.28,0.047756493
364,265,78,111,3262.72,9.461,20,32,537:533,37.0,22.28,0.047887694
365,262,78,111,3272.18,9.461,20,32,537:541,37.0,22.34,0.04801889
366,260,77,111,3281.64,9.461,20,32,546,37.0,22.34,0.048150092
367,263,76,110,3291.11,9.461,20,33,549:546,37.0,22.34,0.04828129
368,264,76,110,3300.56,9.461,20,33,544:537,37.0,22.34,0.04841249
369,263,76,110,3310.02,9.461,20,33,544:544,37.0,22.34,0.048543688
370,264,77,111,3319.48,9.461,20,33,541:533,37.0,21.98,0.04867489
371,262,77,112,3328.94,9.461,20,32,533:533,37.0,21.98,0.048806086
372,265,78,112,3338.41,9.461,20,32,533,37.0,21.98,0.048937287
373,262,77,112,3347.87,9.461,20,32,532:532,37.0,21.98,0.049068484
374,262,77,113,3357.34,9.461,20,32,527:528:531,37.0,20.95,0.049199685
375,264,76,113,3366.79,9.461,20,33,531,37.0,20.95,0.049330883
376,262,77,113,3376.26,9.461,20,32,531:527,37.0,20.95,0.049462084
377,264,78,113,3385.71,9.461,20,32,529:523,37.0,20.95,0.04959328
378,260,77,113,3395.17,9.461,20,32,535:537,37.0,20.95,0.049724482
379,265,77,112,3404.64,9.461,20,33,537:536,37.0,20.95,0.04985568
380,262,77,112,3414.1,9.461,20,32,532:536,37.0,19.87,0.04998688
381,262,77,112,3423.56,9.461,20,32,532:531,37.0,19.87,0.050118078
382,264,77,112,3433.02,9.461,20,33,532,37.0,19.87,0.05024928
383,260,77,113,3442.48,9.461,20,32,531:532,37.0,19.87,0.050380476
384,261,76,113,3451.94,9.461,20,33,527,37.0,19.87,0.050511677
385,262,75,114,3461.4,9.461,20,33,1052:531,37.0,19.94,0.050642874
386,262,74,113,3470.86,9.461,20,34,536:537,37.0,19.94,0.050774075
387,264,74,112,3480.33,9.461,20,34,537:536,37.0,19.94,0.050905272
388,263,75,112,3489.8,9.461,20,33,541,37.0,19.94,0.051036473
389,262,75,111,3499.26,9.461,20,33,541:538:537,37.0,20.77,0.051167674
390,261,74,111,3508.71,9.461,20,34,538:540,37.0,20.77,0.05129887
391,262,73,111,3518.2,9.461,20,34,538,37.0,20.77,0.051430073
392,265,73,112,3527.63,9.461,20,35,533:531,37.0,20.77,0.05156127
393,265,74,112,3537.09,9.461,20,34,535:533,37.0,20.77,0.05169247
394,264,76,113,3546.56,9.461,20,33,527:528,37.0,20.77,0.05182367
395,267,77,113,3556.02,9.461,20,33,528:536,37.0,22.12,0.05195487
396,263,79,112,3565.48,9.461,20,32,537:536,37.0,22.12,0.052086066
397,260,79,112,3574.98,9.461,20,31,535:532,37.0,22.12,0.052217267
398,264,77,112,3584.44,9.461,20,33,535,37.0,22.12,0.052348465
399,262,77,112,3593.87,9.461,20,32,535:531,37.0,22.12,0.052479666
400,262,77,112,3603.32,9.461,20,32,536:533,37.0,22.62,0.052610863
401,262,76,113,3612.83,9.461,20,33,529:529,37.0,22.62,0.052742064
402,266,76,113,3622.25,9.461,20,33,532:532,37.0,22.62,0.05287326
403,264,76,113,3631.75,9.461,20,33,533:528,37.0,22.62,0.053004462
404,261,78,113,3641.21,9.461,20,32,529,37.0,22.62,0.05313566
405,261,77,113,3650.67,9.461,20,32,533:533,37.0,22.56,0.05326686
406,264,76,113,3660.13,9.461,20,33,529:526:529,37.0,22.56,0.053398058
407,266,79,113,3669.59,9.461,20,32,535,37.0,22.56,0.05352926
408,263,79,112,3679.01,9.461,20,32,541:535,37.0,22.56,0.053660456
409,262,79,112,3688.51,9.461,20,32,532:531,37.0,22.56,0.053791657
410,261,78,113,3697.98,9.461,20,32,531:529,37.0,23.31,0.053922854
411,261,76,113,3707.43,9.461,20,33,526:523,37.0,23.31,0.054054055
412,264,77,114,3716.88,9.461,20,33,527:527,37.0,23.31,0.054185253
413,267,77,114,3726.36,9.461,20,33,524:522,37.0,23.31,0.054316454
414,263,77,114,3735.81,9.461,20,33,523:529,37.0,23.8,0.05444765
415,262,78,114,3745.27,9.461,20,32,,37.0,23.8,0.054578852
416,264,78,113,3754.73,9.461,20,32,531:529:522,37.0,23.8,0.05471005
417,262,79,114,3764.2,9.461,20,32,527:527,37.0,23.8,0.05484125
418,264,80,113,3773.66,9.461,20,32,532:532,37.0,23.8,0.054972447
419,262,79,113,3783.12,9.461,20,32,528:528,37.0,23.8,0.05510365
420,260,79,113,3792.58,9.461,20,31,533:531,37.0,24.14,0.055234846
421,260,79,113,3802.04,9.461,20,0,527:528,37.0,24.14,0.055234846
422,260,79,113,3811.5,9.461,20,0,,37.0,24.14,0.055234846
423,0,0,114,3820.95,9.461,20,0,1050:521:523,37.0,24.14,0.055234846
424,0,0,115,3830.42,9.461,20,0,523:521,37.0,23.18,0.055234846
425,0,0,115,3839.86,9.461,20,0,518:514,37.0,23.18,0.055234846
426,263,76,116,3849.32,9.461,20,33,521,37.0,23.18,0.055366047
427,263,75,115,3858.81,9.461,20,33,521:528,37.0,23.18,0.055497244
428,262,76,114,3868.27,9.461,20,33,529:527,37.0,23.18,0.055628445
429,265,75,114,3877.72,9.461,20,34,527:531,37.0,23.18,0.055759642
430,267,75,113,3887.18,9.461,20,34,532:532,37.0,23.32,0.055890843
431,264,76,113,3896.64,9.461,20,33,529:532,37.0,23.32,0.05602204
432,264,78,113,3906.1,9.461,20,32,533:531,37.0,23.32,0.05615324
433,266,81,113,3915.57,9.461,20,31,527,37.0,23.32,0.05628444
434,264,84,113,3925.03,9.461,20,30,529:528,37.0,23.32,0.05641564
435,260,83,113,3934.49,9.461,20,30,527:521,37.0,22.64,0.056546837
436,261,82,115,3943.95,9.461,20,30,521:519,37.0,22.64,0.056678038
437,262,80,115,3953.41,9.461,20,31,523:523,37.0,22.64,0.056809235
438,260,80,115,3962.87,9.461,20,31,523:518,37.0,22.64,0.056940436
439,263,78,116,3972.33,9.461,20,32,514:513,37.0,22.64,0.057071634
440,265,78,117,3981.79,9.461,20,32,512:523,37.0,22.96,0.057202835
441,263,79,114,3991.25,9.461,20,32,532:529,37.0,22.96,0.057334032
442,263,79,114,4000.71,9.461,20,32,521:523,37.0,22.96,0.057465233
443,264,81,115,4010.17,9.461,20,31,523:523,37.0,22.96,0.05759643
444,263,81,115,4019.64,9.461,20,31,522:524,37.0,22.96,0.05772763
445,260,80,115,4029.1,9.461,20,31,523,37.0,22.39,0.05785883
446,263,79,114,4038.57,9.461,20,32,523:523,37.0,22.39,0.05799003
447,263,79,114,4048.01,9.461,20,32,523:521,37.0,22.39,0.058121227
448,262,79,115,4057.48,9.461,20,32,523:526,37.0,22.39,0.058252428
449,264,79,114,4066.94,9.461,20,32,526:523,37.0,22.39,0.058383625
450,264,78,115,4076.4,9.461,20,32,523:527,37.0,22.41,0.058514826
451,261,78,114,4085.86,9.461,20,32,531:529,37.0,22.41,0.058646023
452,265,78,113,4095.33,9.461,20,32,528:533,37.0,22.41,0.058777224
453,264,78,113,4104.79,9.461,20,32,532,37.0,22.41,0.05890842
454,261,79,113,4114.24,9.461,20,32,529:532,37.0,22.41,0.059039623
455,261,79,113,4123.73,9.461,20,32,533:527:527,37.0,24.78,0.05917082
456,262,77,113,4133.16,9.461,20,32,532,37.0,24.78,0.05930202
457,264,76,113,4142.62,9.461,20,33,533:532,37.0,24.78,0.059433218
458,264,76,113,4152.08,9.461,20,33,532:532,37.0,24.78,0.05956442
459,262,77,113,4161.55,9.461,20,32,529:533,37.0,24.78,0.059695616
460,266,77,113,4171.01,9.461,20,33,532:531,37.0,26.76,0.059826817
461,264,78,114,4180.47,9.461,20,32,523:523,37.0,26.76,0.059958015
462,263,80,114,4189.93,9.461,20,31,524:532,37.0,26.76,0.060089216
463,265,80,113,4199.39,9.461,20,32,532,37.0,26.76,0.060220413
464,262,82,113,4208.86,9.461,20,31,531:528,37.0,26.76,0.060351614
465,260,80,114,4218.31,9.461,20,31,526:526,37.0,28.07,0.06048281
466,263,78,114,4227.78,9.461,20,32,528:528,37.0,28.07,0.060614012
467,267,79,114,4237.25,9.461,20,32,527:521,37.0,28.07,0.06074521
468,260,81,114,4246.7,9.461,20,31,527:526,37.0,28.07,0.06087641
469,258,81,114,4256.16,9.461,20,30,522:522,37.0,28.07,0.061007608
470,262,77,115,4265.62,9.461,20,32,523:524,37.0,26.59,0.06113881
471,267,76,114,4275.08,9.461,20,34,524,37.0,26.59,0.06127001
472,265,78,115,4284.55,9.461,20,32,1044:526,37.0,26.59,0.061401207
473,261,79,114,4294.0,9.461,20,32,527:523,37.0,26.59,0.061532408
474,261,79,114,4303.47,9.461,20,32,527:526,37.0,25.6,0.061663605
475,264,77,114,4312.93,9.461,20,33,,37.0,25.6,0.061794806
476,264,77,114,4322.39,9.461,20,33,,37.0,25.6,0.061926004
477,262,77,115,4331.85,9.461,20,32,523:2095,37.0,25.6,0.062057205
478,265,77,114,4341.31,9.461,20,33,532,37.0,25.6,0.0621884
479,264,79,114,4350.78,9.461,20,32,527:527:529,37.0,25.6,0.062319603
480,260,78,113,4360.23,9.461,20,32,532:532,37.0,25.33,0.0624508
481,264,77,113,4369.69,9.461,20,33,529:532,37.0,25.33,0.062582
482,264,78,113,4379.16,9.461,20,32,531,37.0,25.33,0.0627132
483,261,78,114,4388.62,9.461,20,32,524:523,37.0,25.33,0.062844396
484,263,78,114,4398.08,9.461,20,32,523:535,37.0,25.33,0.0629756
485,262,77,113,4407.54,9.461,20,32,535:533,37.0,24.76,0.0631068
486,267,77,113,4417.0,9.461,20,33,1057,37.0,24.76,0.063237995
487,263,78,113,4426.47,9.461,20,32,533,37.0,24.76,0.06336919
488,260,79,113,4435.93,9.461,20,31,532:531:528,37.0,24.76,0.0635004
489,265,79,113,4445.4,9.461,20,32,533:532,37.0,24.76,0.063631594
490,263,79,113,4454.85,9.461,20,32,528:527,37.0,25.17,0.06376279
491,263,80,113,4464.32,9.461,20,31,532:529,37.0,25.17,0.06389399
492,267,81,113,4473.78,9.461,20,31,527:524,37.0,25.17,0.06402519
493,261,82,114,4483.23,9.461,20,30,524,37.0,25.17,0.06415639
494,259,82,114,4492.69,9.461,20,30,523:519,37.0,25.17,0.06428759
495,262,81,115,4502.15,9.461,20,31,515:521,37.0,25.83,0.064418785
496,262,79,115,4511.62,9.461,20,32,523:527,37.0,25.83,0.06454999
497,265,79,114,4521.09,9.461,20,32,523:523,37.0,25.83,0.06468119
498,262,79,115,4530.54,9.461,20,32,522:519,37.0,25.83,0.064812385
499,261,79,115,4540.01,9.461,20,32,519:519,37.0,25.83,0.06494358
500,263,78,116,4549.46,9.461,20,32,518:518,37.0,25.49,0.06507479
501,264,77,116,4558.92,9.461,20,33,513,37.0,25.49,0.065205984
502,263,77,116,4568.39,9.461,20,33,518:517,37.0,25.49,0.06533718
503,266,77,116,4577.85,9.461,20,33,514:514,37.0,25.49,0.06546838
504,264,79,116,4587.31,9.461,20,32,518:518:514,37.0,25.49,0.06559958
505,262,80,117,4596.77,9.461,20,31,512:513,37.0,25.26,0.06573078
506,261,80,117,4606.23,9.461,20,31,513:523,37.0,25.26,0.06586198
507,261,78,116,4615.7,9.461,20,32,526,37.0,25.26,0.065993175
508,265,77,114,4625.16,9.461,20,33,527:527,37.0,25.26,0.06612438
509,264,78,114,4634.61,9.461,20,32,532:529,37.0,25.26,0.06625558
510,260,78,113,4644.07,9.461,20,32,527,37.0,25.11,0.066386774
511,262,76,113,4653.53,9.461,20,33,528:529:527,37.0,25.11,0.06651797
512,265,76,114,4663.0,9.461,20,33,524:527,37.0,25.11,0.066649176
513,262,77,114,4672.46,9.461,20,32,527:523,37.0,25.11,0.06678037
514,262,76,114,4681.92,9.461,20,33,524,37.0,25.11,0.06691157
515,265,77,114,4691.39,9.461,20,33,526:531,37.0,24.22,0.06704277
516,264,77,113,4700.84,9.461,20,33,531:527,37.0,24.22,0.06717397
517,266,80,114,4710.3,9.461,20,32,526:529,37.0,24.22,0.06730517
518,261,82,113,4719.76,9.461,20,30,529:526,37.0,24.22,0.06743637
519,261,81,113,4729.23,9.461,20,31,527:467,37.0,24.22,0.067567565
520,260,79,113,4738.69,9.461,19,31,547:533,37.0,24.41,0.06769877
521,265,78,113,4748.15,9.461,19,32,532:527,37.0,24.41,0.06782997
522,263,78,114,4757.62,9.461,19,32,523:527,37.0,24.41,0.067961164
523,260,77,114,4767.07,9.461,19,32,527:524,37.0,24.41,0.06809236
524,263,76,114,4776.53,9.461,19,33,522:527,37.0,24.41,0.068223566
525,263,77,114,4786.0,9.461,19,33,528:526,37.0,24.15,0.06835476
526,261,77,114,4795.45,9.461,19,32,524,37.0,24.15,0.06848596
527,262,76,114,4804.93,9.461,19,33,526:532,37.0,24.15,0.06861716
528,269,79,114,4814.39,9.461,19,33,526:522,37.0,24.15,0.06874836
529,263,79,115,4823.84,9.461,19,32,518:527,37.0,24.15,0.06887956
530,261,81,114,4833.3,9.461,19,31,1054,37.0,23.97,0.06901076
531,264,80,114,4842.77,9.461,19,32,523:519,37.0,23.97,0.069141954
532,259,80,115,4852.23,9.461,19,31,518:523,37.0,23.97,0.06927316
533,263,79,115,4861.68,9.461,19,32,521:518,37.0,23.97,0.069404356
534,266,81,115,4871.15,9.461,19,31,517,37.0,23.97,0.06953555
535,263,81,116,4880.61,9.461,19,31,518:521,37.0,23.85,0.06966675
536,261,82,116,4890.07,9.461,19,30,514:513,37.0,23.85,0.069797955
537,261,80,116,4899.53,9.461,19,31,515:521:521,37.0,23.85,0.06992915
538,262,78,115,4908.99,9.461,19,32,521:518,37.0,23.85,0.07006035
539,263,77,116,4918.45,9.461,19,33,514,37.0,23.85,0.07019155
540,265,77,116,4927.91,9.461,19,33,518,37.0,23.78,0.07032275
541,265,78,116,4937.38,9.461,19,32,514:513:515,37.0,23.78,0.07045395
542,262,79,117,4946.84,9.461,19,32,513:509,37.0,23.78,0.07058515
543,262,78,117,4956.31,9.461,19,32,513:514,37.0,23.78,0.070716344
544,264,78,117,4965.76,9.461,19,32,513:514,37.0,23.78,0.07084755
545,261,78,117,4975.22,9.461,19,32,518:515,37.0,24.12,0.070978746
546,262,78,116,4984.68,9.461,19,32,514:515,37.0,24.12,0.07110994
547,263,76,116,4994.14,9.461,19,33,521:522,37.0,24.12,0.07124114
548,264,76,116,5003.6,9.461,19,33,518:515,37.0,24.12,0.071372345
549,264,77,116,5013.07,9.461,19,33,521:521,37.0,24.12,0.07150354
550,261,77,115,5022.53,9.461,19,32,519:517,37.0,24.74,0.07163474
551,262,77,116,5031.99,9.461,19,32,514,37.0,24.74,0.071765944
552,263,76,116,5041.45,9.461,19,33,519:519:518,37.0,24.74,0.07189714
553,264,76,116,5050.91,9.461,19,33,517:517,37.0,24.74,0.07202834
554,263,76,116,5060.38,9.461,19,33,521:522,37.0,24.37,0.072159536
555,263,76,115,5069.83,9.461,19,33,518,37.0,24.37,0.07229074
556,262,76,116,5079.29,9.461,19,33,517:515,37.0,24.37,0.07242194
557,262,75,116,5088.76,9.461,19,33,517:531,37.0,24.37,0.072553135
558,263,74,114,5098.22,9.461,19,34,527:527,37.0,24.37,0.07268433
559,265,75,114,5107.68,9.461,19,34,529:526,37.0,24.37,0.07281554
560,264,75,114,5117.14,9.461,19,34,523:523,37.0,24.12,0.072946735
561,262,77,114,5126.6,9.461,19,32,524:529,37.0,24.12,0.07307793
562,263,75,113,5136.06,9.461,19,33,532:524,37.0,24.12,0.07320913
563,266,76,114,5145.52,9.461,19,33,522,37.0,24.12,0.073340334
564,264,78,114,5154.99,9.461,19,32,526:527,37.0,24.12,0.07347153
565,260,78,113,5164.45,9.461,19,32,529:531,37.0,24.34,0.07360273
566,262,77,114,5173.92,9.471,19,32,524:523,37.0,24.34,0.073733926
567,263,75,114,5183.39,9.471,19,33,527:524,37.0,24.34,0.07386513
568,266,76,114,5192.86,9.471,19,33,523:523,37.0,24.34,0.07399633
569,265,78,114,5202.34,9.471,19,32,523:522,37.0,24.34,0.074127525
570,260,78,115,5211.79,9.461,19,32,518:523,37.0,23.71,0.07425872
571,259,78,115,5221.25,9.461,19,32,524,37.0,23.71,0.07438993
572,260,76,115,5230.71,9.461,19,33,1042,37.0,23.71,0.074521124
573,265,75,114,5240.18,9.461,19,34,521:527:527,37.0,23.71,0.07465232
574,267,78,114,5249.64,9.461,19,33,526:523,37.0,23.68,0.07478352
575,260,78,114,5259.1,9.461,19,32,521,37.0,23.68,0.07491472
576,263,78,115,5268.57,9.461,19,32,522:521,37.0,23.68,0.07504592
577,264,78,115,5278.02,9.461,19,32,519:521,37.0,23.68,0.07517712
578,264,78,116,5287.49,9.461,19,32,515:512,37.0,23.68,0.075308315
579,262,79,117,5296.95,9.461,19,32,505:521,37.0,23.68,0.07543952
580,261,78,115,5306.4,9.461,19,32,522:523,37.0,23.27,0.07557072
581,264,77,115,5315.87,9.461,19,33,518:517,37.0,23.27,0.075701915
582,265,78,115,5325.33,9.461,19,32,522:523,37.0,23.27,0.07583311
583,262,79,115,5334.8,9.461,19,32,521:521,37.0,23.27,0.07596432
584,261,79,115,5344.27,9.461,19,32,521:528,37.0,23.27,0.076095514
585,263,78,114,5353.71,9.461,19,32,528,37.0,22.6,0.07622671
586,265,78,114,5363.17,9.461,19,32,524:523:523,37.0,22.6,0.07635791
587,262,80,114,5372.63,9.461,19,31,533:529,37.0,22.6,0.07648911
588,262,80,113,5382.1,9.461,19,31,526,37.0,22.6,0.07662031
589,262,79,114,5391.56,9.461,19,32,529:523,37.0,22.6,0.07675151
590,264,78,114,5401.02,9.461,19,32,523:523,37.0,22.54,0.076882705
591,264,79,114,5410.52,9.461,19,32,524:524,37.0,22.54,0.07701391
592,260,79,115,5419.97,9.461,19,31,521:521,37.0,22.54,0.07714511
593,263,77,114,5429.42,9.461,19,33,524:526,37.0,22.54,0.077276304
594,265,76,114,5438.87,9.461,19,33,523:521,37.0,22.54,0.0774075
595,263,77,114,5448.33,9.461,19,33,523:527,37.0,22.9,0.07753871
596,263,77,114,5457.78,9.461,19,33,528,37.0,22.9,0.0776699
597,264,78,114,5467.25,9.461,19,32,522:522,37.0,22.9,0.0778011
598,263,78,114,5476.72,9.461,19,32,526:527,37.0,22.9,0.0779323
599,263,78,114,5486.17,9.461,19,32,531:531,37.0,22.9,0.0780635
600,265,79,113,5495.63,9.461,19,32,527:529,37.0,22.75,0.0781947
601,272,79,114,5505.1,9.461,19,33,527:522,37.0,22.75,0.0783259
602,281,79,115,5514.55,9.461,19,34,519:518,37.0,22.75,0.078457095
603,284,77,115,5524.74,10.189,19,35,1047,37.0,22.75,0.0785883
604,285,78,115,5534.93,10.189,19,35,522:518,37.0,22.75,0.0787195
605,281,78,116,5545.12,10.189,19,34,518:517,37.0,23.04,0.078850694
606,282,77,116,5555.32,10.189,19,35,521:523,37.0,23.04,0.07898189
607,282,77,115,5565.5,10.189,19,35,521:519,37.0,23.04,0.079113096
608,282,75,115,5575.69,10.189,19,36,523,37.0,23.04,0.07924429
609,284,75,115,5585.89,10.189,19,36,524:522,37.0,23.04,0.07937549
610,285,75,115,5596.06,10.189,19,36,519:523,37.0,22.84,0.07950669
611,281,76,115,5606.25,10.189,19,35,522:521,37.0,22.84,0.07963789
612,283,76,115,5616.44,10.189,19,36,515:518,37.0,22.84,0.07976909
613,285,77,116,5626.63,10.189,19,35,518:517,37.0,22.84,0.07990029
614,282,77,116,5636.83,10.189,19,35,515:512,37.0,22.84,0.080031484
615,281,76,117,5647.01,10.189,19,35,509:509,37.0,23.49,0.08016269
616,283,76,117,5657.2,10.189,19,36,509,37.0,23.49,0.08029389
617,286,76,118,5667.39,10.189,19,36,504:541:463,37.0,23.49,0.08042508
618,286,76,118,5677.58,10.189,19,36,501:500,37.0,23.49,0.08055628
619,283,79,119,5687.76,10.189,19,34,500:500,37.0,23.49,0.080687486
620,282,78,120,5697.95,10.189,19,35,499:495,37.0,24.72,0.08081868
621,284,78,121,5708.14,10.189,19,35,497:493,37.0,24.72,0.08094988
622,283,78,122,5718.33,10.189,19,35,490:488,37.0,24.72,0.08108108
623,281,76,123,5728.52,10.189,19,35,486:495,37.0,24.72,0.08121228
624,283,76,122,5738.71,10.189,19,36,493:488,37.0,24.72,0.08134348
625,283,76,122,5748.9,10.189,19,0,490:490,37.0,25.92,0.08134348
626,283,76,122,5759.1,10.189,19,0,490:490,37.0,25.92,0.08134348
627,0,0,123,5769.28,10.189,19,0,488:486,37.0,25.92,0.08134348
628,285,78,122,5779.47,10.189,19,35,493:490,37.0,25.92,0.08147468
629,285,78,123,5789.65,10.189,19,35,486:483,37.0,25.92,0.081605874
630,285,82,124,5799.84,10.189,19,33,483:490,37.0,25.55,0.08173708
631,283,83,123,5810.03,10.189,19,33,492:488,37.0,25.55,0.081868276
632,283,83,123,5820.22,10.189,19,33,488:485,37.0,25.55,0.08199947
633,281,83,123,5830.41,10.189,19,32,483:488,37.0,25.55,0.08213068
634,281,83,123,5840.6,10.189,19,32,486:485,37.0,25.55,0.082261875
635,281,79,123,5850.79,10.189,19,34,481:488:486,37.0,25.3,0.08239307
636,282,79,123,5860.98,10.189,19,34,485:481,37.0,25.3,0.08252427
637,284,79,124,5871.18,10.189,19,34,483:490,37.0,25.3,0.082655475
638,284,80,122,5881.36,10.189,19,34,492:493,37.0,25.3,0.08278667
639,282,80,122,5891.54,10.189,19,34,488:488,37.0,25.3,0.08291787
640,283,79,123,5901.01,9.461,19,34,485:492,37.0,24.74,0.08304907
641,286,79,122,5910.47,9.461,19,35,495:492,37.0,24.74,0.08318027
642,283,80,122,5920.66,10.189,19,34,488:495,37.0,24.74,0.08331147
643,285,81,122,5930.85,10.189,19,34,493:490,37.0,24.74,0.083442666
644,280,81,122,5941.04,10.189,19,33,493:490,37.0,24.74,0.08357386
645,282,80,121,5951.22,10.189,19,34,499:499,37.0,25.15,0.08370507
646,281,79,121,5961.41,10.189,19,34,497:497,37.0,25.15,0.083836265
647,282,78,121,5971.6,10.189,19,35,495,37.0,25.15,0.08396746
648,283,78,120,5981.79,10.189,19,35,505:500:497,37.0,25.15,0.08409866
649,284,77,120,5991.98,10.189,19,35,499:500,37.0,25.15,0.084229864
650,285,78,120,6002.17,10.189,19,35,500:495,37.0,25.82,0.08436106
651,281,78,120,6012.37,10.189,19,34,500:500,37.0,25.82,0.08449226
652,286,79,120,6022.55,10.189,19,35,500:495,37.0,25.82,0.084623456
653,286,81,121,6032.73,10.189,19,34,490:495,37.0,25.82,0.08475466
654,283,82,120,6042.92,10.189,19,33,500:504,37.0,25.82,0.08488586
655,280,81,119,6053.11,10.189,19,33,504:501,37.0,25.88,0.085017055
656,285,80,120,6063.3,10.189,19,34,497:497,37.0,25.88,0.08514825
657,282,80,120,6073.49,10.189,19,34,495:503,37.0,25.88,0.08527946
658,280,80,120,6083.69,10.189,19,33,500:500,37.0,25.88,0.085410655
659,287,79,121,6093.87,10.189,19,35,495:493,37.0,25.88,0.08554185
660,285,81,121,6104.07,10.189,19,34,497:497,37.0,24.73,0.08567305
661,281,81,121,6114.25,10.189,19,33,497:495,37.0,24.73,0.085804254
662,283,80,121,6124.44,10.189,19,34,492:490,37.0,24.73,0.08593545
663,285,82,121,6134.62,10.189,19,33,500:497,37.0,24.73,0.08606665
664,282,81,121,6144.81,10.189,19,33,497:495,37.0,24.73,0.086197846
665,281,81,120,6155.0,10.189,19,33,499:500,37.0,23.57,0.08632905
666,283,80,120,6165.19,10.189,19,34,499:493,37.0,23.57,0.08646025
667,282,80,121,6175.38,10.189,19,34,495:500,37.0,23.57,0.086591445
668,282,79,120,6185.57,10.189,19,34,503:500,37.0,23.57,0.08672264
669,286,78,120,6195.76,10.189,19,35,497:495,37.0,23.57,0.08685385
670,285,80,120,6205.96,10.189,19,34,499:499,37.0,23.59,0.086985044
671,280,81,121,6216.14,10.189,19,33,495:492,37.0,23.59,0.08711624
672,282,80,121,6225.6,9.461,19,34,493:497,37.0,23.59,0.08724744
673,282,78,121,6235.06,9.461,19,35,499:499,37.0,23.59,0.08737864
674,283,79,121,6244.52,9.461,19,34,497:495,37.0,23.59,0.08750984
675,286,78,121,6254.72,10.189,19,35,495:500,37.0,23.99,0.08764104
676,285,80,120,6264.9,10.189,19,34,499:497,37.0,23.99,0.087772235
677,277,81,121,6275.09,10.189,19,33,497:495,37.0,23.99,0.08790344
678,282,79,120,6284.55,9.461,19,34,504:500,37.0,23.99,0.08803464
679,286,77,120,6294.74,10.189,19,35,497:495,37.0,23.99,0.088165835
680,287,79,121,6304.93,10.189,19,35,497:504,37.0,23.87,0.08829703
681,283,81,119,6315.12,10.189,19,33,509:509,37.0,23.87,0.08842824
682,280,80,119,6325.3,10.189,19,33,504:501,37.0,23.87,0.088559434
683,286,80,119,6335.49,10.189,19,34,509:504,37.0,23.87,0.08869063
684,284,82,119,6345.69,10.189,19,33,503:500,37.0,23.87,0.08882183
685,279,81,120,6355.87,10.189,19,33,499:499,37.0,23.79,0.08895303
686,280,78,120,6366.06,10.189,19,34,504:501,37.0,23.79,0.08908423
687,286,77,120,6376.26,10.189,19,35,497:493,37.0,23.79,0.08921543
688,283,78,121,6386.45,10.189,19,35,495:493,37.0,23.79,0.089346625
689,283,79,121,6396.63,10.189,19,34,495:499,37.0,23.79,0.08947783
690,285,78,121,6406.83,10.189,19,35,497,37.0,22.94,0.08960903
691,282,79,121,6417.01,10.189,19,34,987:493,37.0,22.94,0.089740224
692,285,79,122,6427.19,10.189,19,34,493:495,37.0,22.94,0.08987142
693,285,81,121,6437.38,10.189,19,34,493:492,37.0,22.94,0.090002626
694,280,80,122,6447.57,10.189,19,33,490:493,37.0,22.94,0.09013382
695,283,79,122,6457.76,10.189,19,34,493:493,37.0,21.99,0.09026502
696,283,79,122,6467.95,10.189,19,34,490:493,37.0,21.99,0.09039622
